开放粤语例句词库

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）

［粤语例句］*［国语释义］

 揸住手噉教佢	手把手地教他
而家唔畀立乱拉人噶嘞	现在不许胡乱抓人的了

而家唔兴着呢啲花哩碌嘅裙	现在不时兴穿这种花里胡哨的裙子

而家唔兴着呢啲花哩碌嘅裙	现在不时兴穿这种花里胡哨的裙子

而家唔识用电脑好蚀底	现在不会用电脑很吃亏的

而家啲人噉噶咩？	现在的人是这样的吗？

而家啲仔女个个都成家立业你安乐晒喇？	现在子女个个都成家立业了，你够快活了吧？

而家啲后生仔至钟意去拉萨旅行	现在年轻人最喜欢去拉萨旅行

而家啲床好多都冇床下底	现在的床有好多床底下没留空间

而家啲后生仔，好少唔去秘捞	现在的年轻人，很少不秘密兼职的

而家啲细路讲嘢都好老积	现在的小孩说话都挺老成的

而家外便落好大雨	现在外面下很大雨

而家天时旱，抽水机好有用	现在天旱，抽水机很有用

而家女权越嚟越受重视，你咁做因住畀人话你性别歧视呀	如今妇女的权利越来越受到重视，你这样做小心让别人说你是性别歧视

而家好晏喇，我哋走喇！	已经很晚了，我们走了！

而家少人着唐装嘞	现在很少人穿中装了

而家得翻我喺屋企	现在只留下我在家里

而家得翻我喺房	现在只留下我在房间里

而家沓正三点	现在是三点整

而家生老病死都有得照顾， 真系安乐晒啰	现在生老病死都有照顾， 真是够满足的了

而家用电话都可以影相，又几盏㖞	现在用电话都可以拍照，真有意思

而家真系好夜嘞，我要瞓嘞	现在真的很晚了，我要睡了

而家线路正忙，请等阵再拨	现在线路正忙，请稍后再拨

而家翻工啦	现在去上班啦

而家落紧雨，出街要带遮	现在正下着雨，上街要带伞

而家要揾份工，冇个学位乜都假	如今要找工作，没有一个学位就什么办法也没有

而家读完书	现在毕业了

而家话唔埋，睇嚟凑啦	现在说不定，到时再说吧

而家轮到我呀	现在轮到我了

而家办公室全部自动化喇，唔学电脑唔得	现在办公室全部自动化了，不学电脑不行

而家都仲有	现在也还有

而家都仲未整完	现在也还没弄好

而家都未迟	现在还不晚

耐不耐睇次戏	时不时看一次戏

耐唔中有一次	偶尔有一次

耐唔中都有去吓	隔一段时间也会去去的

耐唔耐要畀钱过老妈子	隔一段时间就要给老母亲一些钱

闻到一朕味	闻到一股气味

听上去好好	听起来很棒

听人话食橙会惹痰噶	听说吃橙子会生痰的

听佢噉讲，我简直一头雾水	听他这么说，我简直摸不着头脑

听到佢话迟到要罚钱，个个都妈妈声	一听他说迟到要罚钱，大家就骂起娘来了

听到呢单新闻我起晒鸡皮，点解会有啲咁牙烟嘅嘢噶？	听到这条新闻我直起鸡皮疙瘩，怎么会有这样危险的事啊？

听唔听到呀？	听见没有啊？

听日去游水，大家赞唔赞成？	明天去游泳，大家赞成不赞成？

听日又要翻学啦	明天又要上学了

听日要交报告，今晚又要搏杀嘞	明天要交报告，今天晚上又得拼命了

听日请你大擦一餐	明天请你大吃一顿

听日请你试吓我啲手势	明天请你试试我的手艺

听晚个舞会你可唔可以做我嘅拍乸？	明晚的舞会你能不能当我的舞伴？

听晚去逛公园点睇吖？	明天晚上逛公园怎么样？

听晚又要同佢食饭	明天再跟他吃饭

听暇佢唔肯呢？	要是他不愿意呢？

听暇佢嚟唔切去点算呀	万一他来不及去怎么办

听暇嚟啦	过一会儿来吧

听朝早请你饮早茶，好嘛？	明天早上我请你喝早茶，好吗？

听话啲啦，唔好咁曳	听话点，不要淘气

听讲你手艺唔错，几时请我哋去品嚐吓呀	听说你手艺不错，哪天请我们尝尝

听讲佢去咗北京	听说他去了北京

听讲广州有好多新嘅游乐场，有边度值得去睇吓噶？	听说广州有很多新的游乐场，有哪些地方值得去看看？

听讲广东嘅小食都系饮早茶嗰阵时食噶	据说广东的小吃都在喝早茶时吃

听讲话佢屋企有只正牌北京狗噃	据说他家里有一只正宗的狮子狗

听讲话系谂住由最迟被雇佣嘅开始	听说是打算从最晚被雇佣的开始

听起身好似好癐	那听起来好像很累

听音乐专心啲啦，头拧拧噉做乜呀	听音乐要集中精神，东张西望的干什么呀

肉好实	肌肉很结实

肉赤都要嘅喇	心疼也只好算了

肥老张，去边度吖？	张胖子，上哪儿啊？

肯去啦嘛？	肯去了吧？

背后讲人哋会乞人憎噶	背后议论人家会令人讨厌的

背默梗系难过读默喇	默写当然比听写难啦

胡胡混混噉又过咗半世嘞	庸庸碌碌地也过了半辈子

膝头哥跌到瘀咗	膝盖摔得出瘀血了

胆生石好难医噶	胆结石很难治的呀

自己唔啱仲兼闹人	自己不对，而且还骂人

自己买餸煮饭食比出街食悭番几十蚊	自己买菜做饭比到餐厅吃省了几十块

至憎啲湿凹凹嘅天气噶啦！	最讨厌湿漉漉的天气！

舂咗佢一拳	杵了他一拳

旧底呢度系瓦渣岗	从前这里是瓦砾堆

旧时佢去乞过	过去他讨过饭

旧时呢度乜嘢鬼五马六嘅人都有	过去这里什么乌七八糟的人都有

旧社会穷人要挨饥抵饿	旧社会穷人要忍饥挨饿

铺头冧档咗	店铺倒闭了

芝麻好细粒	芝麻很小

花都耷晒落嚟	这些花都蔫了

苦瓜噉面	像苦瓜似的脸，比喩愁眉苦脸

茶餐厅啲嘢够平	茶餐厅的食物挺便宜的

菜叶瘀咗就会烂	菜叶擦伤了就会变烂

菠菜灼吓就食得	菠菜在开水中略煮一下就可以吃

万一你听到乜嘢消息嘅话，话畀我知	如果你听到什么消息的话，告诉我

万零蚊唔系好贵	一万来块不算很贵

落力啲吖	用力一点啊

落力啲，唔好做衰仔啊	起点儿劲儿，别那么行为令人反感

落咗一场过云雨	下了一场阵雨

落晒班噶喇	大家已经下班了

落楼买樽汽水	到楼下买瓶汽水去

落街同我买啲嘢	到街上替我买点东西

落亲雨就水浸	一下雨就积水

落车后行翻转头，左转就达	下车后往回走，向左拐

落雨溦啫，唔紧要	下毛毛雨，不要紧

落雨湿凹凹喐都唔想喐	下雨湿漉漉的动也不想动

落雨丝湿揸车认真要小心	天雨路滑开车要格外小心

落雨卖遮，天热卖扇，你都几识捞	下雨天卖伞，大热天卖扇子，你挺会挣钱的嘛

着咁大件棉衲，有啲挜拃	穿那么大的棉袄，有点臃肿

着咁少衫好易冻亲	衣服穿那么少很容易着凉

着多件衫至好	多穿一件衣服才行

着大褛啱啲	穿大衣比较合适

着翻件衫吖	穿上衣服啊

着起件军褛真够架势	穿起一件军大衣真够威风

着起呢套军服几醒	穿起这套军服多神气

蒸鱼好快熟，因住咁上下时间就得啦	蒸鱼很快熟，估摸着差不多时间就行了

蔗汁真系好饮	甘蔗汁真好喝

蔡生坐亲巴士都头晕	蔡先生一坐公车就头晕

荐高啲枕头	把枕头垫高一点

蔼个苏虾仔瞓	哄小孩睡

蔼吓个苏虾仔	哄一哄婴孩

苹果跌到瘀咗	那些苹果摔得有点烂

萝卜糕蒸得削坺坺	萝卜糕蒸成稀稀烂烂的

蚊零嘢都畀唔起咩？	一元多一点点都出不起吗？

蛇咗去隔篱	跑到隔壁躲懒

蚀晒喇	全亏损了

行一阵间就到	走一会儿就到

行到咁癐，坐低唞啖气喇	走得那么累，坐下喘喘气吧

行到我廥晒	走得我累了

行到我癐晒	走得我累了

行到脚都癐咯	走得腿都累了

行咗呢一步，连随就要行第二步	走了这一步，接着就要走第二步

行啦你！	去你的吧！

行啦，冇人同你讲	走吧，没人跟你说

行埋嚟	走近这儿来

行得路多，两只脚好渊	走路太多，两条腿很酸痛

行快啲啦，费事迟到又畀人闹	走快点儿，免得迟到又挨骂

行快啲喇！	走快点吧！

行快步啦，唔该！	赶快去了吧

行李冇绑实，散咗嘞	行李没打好，散了

行行吓就荡失路	走着走着就迷了路

行街要因住啲冇掣单车撞人	逛街要小心那些没有闸的自行车撞人

行过笼都未知	走过了头还不知道

行开啦，咪做电灯胆	走开吧，别妨碍人家

行开啲啦，咁衰！	走开点，这么讨厌！

行开啲，咪喺度叽叽趷趷	走开点，别在这里碍手碍脚

行开，咪嚟混吉	走开，别在这儿胡闹

衫烂咗	衣服破了

衫袖要攞番枧省多几吓	袖口要拿肥皂多搓几下

衫袖长翻啲先啱	袖子再长点才合适

衰得你咁关交，噅佢做乜呀！	你下贱得这么厉害，求他干什么！

衰晒，唔见咗锁匙添	糟糕透了，钥匙不见了

衰鬼学生今日又唔嚟嘞	这破学生今天又不来了

衰鬼钟累我迟到	这破钟害得我迟到了

被身边嘅朋友形容得天花龙凤	被身边的朋友形容得天花乱坠

里便有位	里头有位置

里便开紧会	里面正开着会

里头系乜东东呀？	里面都是些什么东西？

褪十步	退十步

褪后啲	退后一点

褛翻件衫啦	披上大衣吧

西片多数都有中文字幕	外国影片大多都会打出中文字幕

要一个拼盘，例牌嘅，再要半只烧鸭	要一个拼盘，就是一般那么大的，再要半只烤鸭

要一个拼盘，例牌嘅，再要半只烧鸭	要一个拼盘，就是一般那么大的，再要半只烤鸭

要一次过交晒成年嘅学费	要一次性交付全年的学费

要企高至睇到	要站起来才看到

要儆锡啲，唔好乱掉	小心一点，不要乱扔

要咁多把鬼咩！	要那么多有什么用！

要唔要识得英语？	需不需要懂英语？

要埋咁多做乜吖？	还要那么多干什么？

要多少就够喇	要一点儿就够了

要实事求是，唔好生安白造	要实事求是，不要瞎编

要悭俭啲，唔好咁大嘥至得	要省俭一点，不要那么浪费才是

要搅到上差馆咁大剂呀！	事情弄得要上警察局那么严重啊！

要注意啲坏人搏乱呀	要注意坏人浑水摸鱼

要用几多人工先整得好吖？	要用多少工夫才做得好呢？

要畀心机学至得	要用心学才行

要窗口位噶	要靠窗户的

要自己喐手，唔好成日得把口	要自己动手，不要整天光说不做

要复印几多份呀？	要复印多少份？

要讲团结，唔好嗌交	要讲团结，不要吵架

要讲道理，咁牛王唔得嘅	要讲道理，这么蛮横是不行的

要识得普通话、广州话同埋英文	需要懂普通话、广州话和英语

要买嘅仲系要买，唔好咁孤寒	该买的还是要买，别太吝啬了

要买就快啲磅水	要买就快点交钱

要顾身体，伙食唔好咁悭鸡	要顾身体，伙食不要太节省

要养几个孩子，唔搏点得呀	要养几个孩子，不拼命怎么行啊？

见你咁钟意，就一口价三百啦	看你这么喜欢，就一口说定三百块吧

见佢骚叠咭出嚟，就知系大客仔	一看他摆出一大叠信用卡，就可以知道这是个大主顾

订计划要预松啲至好	订计划要留有点余地才行

计你话点好吖？	依你说怎么好呢？

计吓仲有几日？	算算还有多少天？

计吓仲有几日？	算算还有多少天？

计吓睇几多钱	算一下，看多少钱

计埋呢条数至去瞓	算好了这道题才去睡

计埋条数至瞓	算好这道数学题才睡

计我睇今年会增产	照我看今年会增产

计我话仲系噉好	依我看还是这样好

计我话你唔去好过去	依我看你不去还好

计我话你都系唔好参加喇	依我说你还是别参加了

计我话你都系唔好参加喇	依我说你还是别参加了

计我话你都系留低好	要我说你还是留下好点儿

计正佢唔使出钱嘅	本来他是不必出钱的

计正佢唔应该噉做	按理说他不应该这样做

计起晒条数先行得	要把账全算好了才能走

记住洗咗啲衫呀！	别忘了把衣服洗掉！

记住买多啲菲林，山上嗰啲好贵噶	记得多买一些胶卷，山上的很贵

记得啰收据	记住拿收据

记得搇被呀	记得盖被子

记得锁门呀	记得要锁门

诈假意唔中意	假装不喜欢

诈假意唔钟意	假装不喜欢

诈假意嘅啫，唔使理佢	闹着玩的，别理他

诈假意睇唔到	假装看不见

诈谛睇唔见	装作看不见

试吓啦，你实会钟意噶	尝尝看，你会喜欢的

试吓我嘅手势，点样呀？	尝尝我的手艺，怎么样？

话人冇咁大个头唔好戴咁大顶帽，你唔好扮嘢啦，连自己都搅唔掂！	说人没那金刚钻别揽那瓷器活儿，你别装模作样了，连自己也办不到！

话咁快就返嚟	说话就回来

话晒佢都系你老豆	到底他是你爸

话晒大家都唔见咁多年，好多嘢都已经唔同晒	毕竟大家都没见这么多年，很多事都已经完全不同了

话晒我哋以前系好朋友	毕竟我们以前是好朋友

话极都系咁，真系激气！	说过多少遍，都还是这样，真气人！

话死佢都唔听	怎么说他还是不听

话畀你听，你唔好反面噃	告诉你也行，你别翻脸啊

话畀我知你要乜嘢	告诉我你要什么

话畀我听	告诉我

话过都唔算数个㖞！	说过也可以不认账的！

话过都唔食垃圾嘢嘞	再也不吃乱七八糟的东西了

认住呢个唛头至好买	要认准这个牌子才买

认得我吗？	还认得我吗？

认眞啲，唔好求祈做吓就算	认眞一点，不要马虎地干一下就算了

认真啲，唔好求其做吓就算	认真一点，不要马虎地干一下就算了

谈判专家都搅佢唔惦	谈判专家也拿他没办法

请你仔细睇吓	请您仔细过目

请你去人事办公室攞张申请表先	请你先到人事办公室拿一张申请表格

请你讲吓大概要订几多先？	请您先谈一下大概要订多少？

请个工人打理细路	请个佣人照顾小孩

请两个散工	雇两个零工

请问你仲记唔记得存折嘅帐号同密码？	请问您还记得存折的帐号和密码吗？

请问你系边位呀？	请问你是哪一位？

请问你呢度有冇屋出租？	请问您这儿有房子出租吗？

请问你揾边个呀？	请问你找谁？

请问北京嘅区号系几多呀？	请问北京的区号是多少？

请问吉之岛点行呀？	请问吉之岛怎么走？

请问呢个位有冇人坐呀？	请问这个座位有人吗？

请问呢个系唔系寄挂号信嘅窗口？	请问这是寄挂号信的窗口吗？

请问呢个字点写？	请问这个字怎么写？

请问呢个字点写？	请问这个字怎么写？

请问呢套时装要几多钱呀？	请问这套时装要多少钱？

请问广州到北京一日有几个航班？	请问从广州至北京的航班一天有几班？

请问我系边度搭七路车呀？	请问一下可以在哪儿搭到七路车？

请问有乜可以帮你？	请问有什么可以帮你的？

请问李生屋企嘅电话号码系几多？	请问李先生家的电话号码是多少？

请问由深圳到珠海一日有几多班车呀？	请问从深圳到珠海一天有几趟车？

请问票系几钱一张呀？	请问多少钱一张票？

请问边度有游戏机买呀？	请问哪里可以买游戏机？

请问点样凭汇款单攞钱？	请问如何凭汇款单取钱？

请问，呢个几多钱？	请问，这个多少钱？

请问，呢度有冇屋租呀？	请问，这里有房子租吗？

请喺呢度签名	请在这里签字

请埋席喇，咁多位	这里的各位，都请入席吧
